#FamilyID	SampleID	FatherID	MotherID	Sex	Population	Superpopulation	SampleIllumina
BB09	HG01916	HG01914	HG01915	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB36890.698/HG01916_ERR3988947.fasta.gz
BB10	HG01958	0	0	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG01958_ERR3242221.fasta.gz
BB10	HG01959	HG01986	HG01958	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB36890.698/HG01959_ERR3988960.fasta.gz
BB10	HG01986	0	0	1	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG01986_ERR3242220.fasta.gz
BB11	HG01960	HG01988	HG01989	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB36890.698/HG01960_ERR3988961.fasta.gz
BB11	HG01988	0	0	1	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG01988_ERR3242297.fasta.gz
BB11	HG01989	0	0	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG01989_ERR3242298.fasta.gz
BB12	HG01987	HG01990	HG02012	1	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB36890.698/HG01987_ERR3988969.fasta.gz
BB12	HG01990	0	0	1	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG01990_ERR3242222.fasta.gz
BB12	HG02012	0	0	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02012_ERR3242223.fasta.gz
BB13	HG02009	0	0	1	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02009_ERR3242197.fasta.gz
BB13	HG02010	0	0	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02010_ERR3242198.fasta.gz
BB13	HG02011	HG02009	HG02010	1	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB36890.698/HG02011_ERR3988973.fasta.gz
BB14	HG02051	0	0	1	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02051_ERR3242299.fasta.gz
BB14	HG02052	0	0	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02052_ERR3242300.fasta.gz
BB15	HG02053	0	0	1	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02053_ERR3242224.fasta.gz
BB15	HG02054	0	0	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02054_ERR3242225.fasta.gz
BB15	HG02055	HG02053	HG02054	1	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB36890.698/HG02055_ERR3988979.fasta.gz
BB16	HG02095	0	0	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02095_ERR3242301.fasta.gz
BB16	HG02332	0	0	1	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02332_ERR3242302.fasta.gz
BB18	HG02107	0	0	1	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02107_ERR3242303.fasta.gz
BB18	HG02108	0	0	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02108_ERR3242304.fasta.gz
BB19	HG02111	0	0	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02111_ERR3242305.fasta.gz
BB20	HG02143	0	0	1	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02143_ERR3242306.fasta.gz
BB20	HG02144	0	0	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02144_ERR3242307.fasta.gz
BB20	HG02145	HG02143	HG02144	1	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB36890.698/HG02145_ERR3988995.fasta.gz
BB21	HG02255	0	0	1	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02255_ERR3242226.fasta.gz
BB21	HG02256	0	0	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02256_ERR3242227.fasta.gz
BB21	HG02257	HG02255	HG02256	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB36890.698/HG02257_ERR3989003.fasta.gz
BB22	HG02258	HG02314	HG02315	1	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB36890.698/HG02258_ERR3989004.fasta.gz
BB22	HG02314	0	0	1	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02314_ERR3242228.fasta.gz
BB22	HG02315	0	0	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02315_ERR3242229.fasta.gz
BB23	HG02280	HG02307	HG02308	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB36890.698/HG02280_ERR3989008.fasta.gz
BB23	HG02307	0	0	1	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02307_ERR3242308.fasta.gz
BB23	HG02308	0	0	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02308_ERR3242309.fasta.gz
BB24	HG02281	0	0	1	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02281_ERR3242230.fasta.gz
BB24	HG02282	0	0	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02282_ERR3242231.fasta.gz
BB24	HG02321	HG02281	HG02282	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB36890.698/HG02321_ERR3989015.fasta.gz
BB25	HG02283	0	0	1	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02283_ERR3242310.fasta.gz
BB25	HG02309	0	0	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02309_ERR3242311.fasta.gz
BB26	HG02284	0	0	1	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02284_ERR3242312.fasta.gz
BB27	HG02316	HG02317	HG02318	1	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB36890.698/HG02316_ERR3989014.fasta.gz
BB27	HG02317	0	0	1	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02317_ERR3242232.fasta.gz
BB27	HG02318	0	0	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02318_ERR3242233.fasta.gz
BB28	HG02322	0	0	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02322_ERR3242313.fasta.gz
BB29	HG02323	0	0	1	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02323_ERR3242314.fasta.gz
BB30	HG02325	0	0	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02325_ERR3242315.fasta.gz
BB31	HG02337	0	0	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02337_ERR3242316.fasta.gz
BB32	HG02334	0	0	1	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02334_ERR3242317.fasta.gz
BB33	HG02330	0	0	1	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02330_ERR3242318.fasta.gz
BB34	HG02339	0	0	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02339_ERR3242319.fasta.gz
BB35	HG02343	0	0	1	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02343_ERR3242320.fasta.gz
BB36	HG02419	0	0	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02419_ERR3242321.fasta.gz
BB37	HG02420	0	0	1	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02420_ERR3242322.fasta.gz
BB37	HG02427	0	0	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02427_ERR3242323.fasta.gz
BB39	HG02429	0	0	1	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02429_ERR3242324.fasta.gz
BB41	HG02433	0	0	1	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02433_ERR3242325.fasta.gz
BB42	HG02439	0	0	1	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02439_ERR3242731.fasta.gz
BB43	HG02442	0	0	1	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02442_ERR3242326.fasta.gz
BB44	HG02445	0	0	1	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02445_ERR3242327.fasta.gz
BB45	HG02489	0	0	1	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02489_ERR3242328.fasta.gz
BB46	HG02449	0	0	1	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02449_ERR3242329.fasta.gz
BB46	HG02450	0	0	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02450_ERR3242330.fasta.gz
BB46	HG02451	HG02449	HG02450	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB36890.698/HG02451_ERR3989016.fasta.gz
BB48	HG02455	0	0	1	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02455_ERR3242732.fasta.gz
BB49	HG02470	0	0	1	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02470_ERR3242331.fasta.gz
BB49	HG02471	0	0	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02471_ERR3242332.fasta.gz
BB51	HG02476	0	0	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02476_ERR3242733.fasta.gz
BB52	HG02477	0	0	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02477_ERR3242734.fasta.gz
BB53	HG02479	0	0	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02479_ERR3242333.fasta.gz
BB54	HG02481	0	0	1	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02481_ERR3242735.fasta.gz
BB55	HG02484	0	0	1	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02484_ERR3242334.fasta.gz
BB55	HG02485	0	0	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02485_ERR3242335.fasta.gz
BB56	HG02511	0	0	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02511_ERR3242336.fasta.gz
BB57	HG02496	0	0	1	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02496_ERR3242337.fasta.gz
BB57	HG02497	0	0	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02497_ERR3242338.fasta.gz
BB58	HG02501	0	0	1	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02501_ERR3242736.fasta.gz
BB58	HG02502	0	0	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02502_ERR3242737.fasta.gz
BB59	HG02505	0	0	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02505_ERR3242738.fasta.gz
BB60	HG02508	0	0	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02508_ERR3242339.fasta.gz
BB61	HG02536	0	0	1	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02536_ERR3242739.fasta.gz
BB61	HG02537	0	0	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02537_ERR3242340.fasta.gz
BB63	HG02541	0	0	1	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02541_ERR3242740.fasta.gz
BB64	HG02545	0	0	1	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02545_ERR3242741.fasta.gz
BB64	HG02546	0	0	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02546_ERR3242742.fasta.gz
BB65	HG02549	0	0	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02549_ERR3242743.fasta.gz
BB67	HG02554	0	0	1	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02554_ERR3242744.fasta.gz
BB67	HG02555	0	0	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02555_ERR3242745.fasta.gz
BB68	HG02557	0	0	1	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02557_ERR3242746.fasta.gz
BB68	HG02558	0	0	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02558_ERR3242747.fasta.gz
BB69	HG02577	0	0	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02577_ERR3242748.fasta.gz
BB70	HG02580	0	0	2	ACB	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02580_ERR3242749.fasta.gz
2357	NA19625	0	0	2	ASW	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19625_ERR3239893.fasta.gz
2357a	NA20274	0	0	2	ASW	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA20274_ERR3241772.fasta.gz
2367	NA19700	0	0	1	ASW	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19700_ERR3239913.fasta.gz
2367	NA19701	0	0	2	ASW	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19701_ERR3239914.fasta.gz
2367	NA19702	NA19700	NA19701	1	ASW	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB36890.698/NA19702_ERR3989427.fasta.gz
2368	NA19703	0	0	1	ASW	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19703_ERR3239915.fasta.gz
2368	NA19704	0	0	2	ASW	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19704_ERR3239916.fasta.gz
2368	NA19705	NA19703	NA19704	1	ASW	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB36890.698/NA19705_ERR3989428.fasta.gz
2369	NA19707	0	0	2	ASW	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19707_ERR3239917.fasta.gz
2371	NA19711	0	0	1	ASW	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19711_ERR3239918.fasta.gz
2371	NA19712	0	0	2	ASW	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19712_ERR3239919.fasta.gz
2418	NA19818	0	0	1	ASW	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19818_ERR3239959.fasta.gz
2418	NA19819	0	0	2	ASW	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19819_ERR3239960.fasta.gz
2418	NA19828	NA19818	NA19819	1	ASW	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB36890.698/NA19828_ERR3989448.fasta.gz
2424	NA19834	0	0	1	ASW	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19834_ERR3239961.fasta.gz
2424	NA19835	0	0	2	ASW	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19835_ERR3239962.fasta.gz
2424	NA19836	NA19834	NA19835	2	ASW	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB36890.698/NA19836_ERR3989449.fasta.gz
2425	NA19900	0	0	1	ASW	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19900_ERR3239963.fasta.gz
2425	NA19901	0	0	2	ASW	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19901_ERR3239964.fasta.gz
2425	NA19902	NA19900	NA19901	2	ASW	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB36890.698/NA19902_ERR3989450.fasta.gz
2426	NA19904	0	0	1	ASW	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19904_ERR3239965.fasta.gz
2426a	NA19913	0	0	2	ASW	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19913_ERR3241771.fasta.gz
2427	NA19908	0	0	1	ASW	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19908_ERR3239966.fasta.gz
2427	NA19909	0	0	2	ASW	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19909_ERR3239967.fasta.gz
2427	NA19919	NA19908	NA19909	1	ASW	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB36890.698/NA19919_ERR3989452.fasta.gz
2430	NA19914	0	0	2	ASW	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19914_ERR3239968.fasta.gz
2431	NA19916	0	0	1	ASW	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19916_ERR3239969.fasta.gz
2431	NA19917	0	0	2	ASW	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19917_ERR3239970.fasta.gz
2431	NA19918	NA19916	NA19917	1	ASW	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB36890.698/NA19918_ERR3989451.fasta.gz
2433	NA19920	0	0	1	ASW	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19920_ERR3239971.fasta.gz
2433	NA19921	0	0	2	ASW	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19921_ERR3239972.fasta.gz
2433	NA20129	NA19920	NA19921	2	ASW	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB36890.698/NA20129_ERR3989456.fasta.gz
2434	NA19922	0	0	1	ASW	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19922_ERR3240095.fasta.gz
2434	NA19923	0	0	2	ASW	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19923_ERR3240096.fasta.gz
2434	NA19924	NA19922	NA19923	2	ASW	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB36890.698/NA19924_ERR3989453.fasta.gz
2436	NA19713	0	0	2	ASW	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19713_ERR3239920.fasta.gz
2436	NA19982	0	0	1	ASW	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19982_ERR3239973.fasta.gz
2436	NA19983	NA19982	NA19713	2	ASW	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB36890.698/NA19983_ERR3989454.fasta.gz
2437a	NA19984	0	0	1	ASW	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19984_ERR3240097.fasta.gz
2446	NA20126	0	0	1	ASW	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA20126_ERR3239974.fasta.gz
2446	NA20127	0	0	2	ASW	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA20127_ERR3239975.fasta.gz
2446	NA20128	NA20126	NA20127	2	ASW	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB36890.698/NA20128_ERR3989455.fasta.gz
2466	NA20276	0	0	2	ASW	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA20276_ERR3239976.fasta.gz
2467	NA20278	0	0	1	ASW	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA20278_ERR3239977.fasta.gz
